index,Cinsiyet,Yaş Grubu,Medeni Durum,Eğitim Düzeyi,İstihdam Durumu,Yıllık Ortalama Gelir,Yaşadığı Şehir,En Çok İlgilendiği Ürün Grubu,Yıllık Ortalama Satın Alım Miktarı,Yıllık Ortalama Sipariş Verilen Ürün Adedi,Eğitime Devam Etme Durumu,Öbek İsmi,Yıllık Ortalama Sepete Atılan Ürün Adedi
124,Erkek,51-60,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,488511.36782125576,Kırsal,Kozmetik,40038.113481407294,29.47962354341108,Etmiyor,obek_6,56.53673284125603
125,Erkek,31-40,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,890870.1373778061,Büyük Şehir,Ev ve Mobilya,33652.83200058064,42.08604287180611,Etmiyor,obek_4,108.2222938414194
126,Erkek,31-40,Bekar,Lise Mezunu,Kendi İşinin Sahibi,185286.24534095684,Küçük Şehir,Spor Malzemeleri,4375.474883698673,11.573837726248676,Etmiyor,obek_5,115.26185388695869
127,Kadın,41-50,Bekar,Yüksekokul Mezunu,Emekli,479965.0712572849,Köy veya Kasaba,Ev ve Mobilya,44228.83778082252,30.000789468031197,Etmiyor,obek_6,42.06103131856872
128,Kadın,51-60,Bekar,Doktora Ötesi,Emekli,478727.44165116164,Kırsal,Ev ve Mobilya,46812.438620214656,32.725271446219026,Etmiyor,obek_6,43.23685865735896
129,Kadın,18-30,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,737551.3873323597,Büyük Şehir,Spor Malzemeleri,31145.776190436347,41.2139313313249,Etmiyor,obek_4,105.46205495999338
130,Erkek,41-50,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,347209.29589759745,Büyük Şehir,Elektronik ve Teknolojik Ürünler,29322.3703520266,19.375542231096745,Etmiyor,obek_7,100.79203270130114
131,Kadın,>60,Evli,Doktora Ötesi,Emekli,470931.04208433116,Kırsal,Kozmetik,36662.3937327071,36.11083894059208,Etmiyor,obek_6,49.935115098073084
132,Kadın,31-40,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,188460.4297227681,Küçük Şehir,Kozmetik,3383.875319535832,10.861603131512314,Etmiyor,obek_5,92.74658424887346
133,Kadın,51-60,Evli,Eğitimsiz,Kendi İşinin Sahibi,353496.5708718819,Kırsal,Giyim,4735.533010776462,5.547350639391527,Etmiyor,obek_1,10.04791856360245
134,Erkek,18-30,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,1129541.7770159654,Büyük Şehir,Ev ve Mobilya,36251.65577465402,40.30069505881831,Etmiyor,obek_4,97.43062567963656
135,Erkek,31-40,Evli,Lise Mezunu,Kendi İşinin Sahibi,209595.29058007977,Küçük Şehir,Elektronik ve Teknolojik Ürünler,3220.619866266227,9.81093222147145,Etmiyor,obek_5,95.92664565624497
136,Erkek,>60,Evli,Üniversite Mezunu,Kendi İşinin Sahibi,492526.04532406374,Kırsal,Giyim,39032.64537654376,33.01772665294651,Etmiyor,obek_6,44.471583486818645
137,Kadın,41-50,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,220665.20990364646,Küçük Şehir,Giyim,4100.385347604593,8.602754274606058,Etmiyor,obek_5,98.43253175308905
138,Erkek,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,222847.34530031838,Küçük Şehir,Elektronik ve Teknolojik Ürünler,3742.0010402123094,9.11297592048455,Etmiyor,obek_5,100.56027228500766
139,Kadın,18-30,Bekar,İlkokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,190747.93302880775,Kırsal,Ev ve Mobilya,4121.941733806359,19.81804862268142,Etmiyor,obek_2,52.034697628850566
140,Erkek,18-30,Bekar,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,211988.36061258175,Köy veya Kasaba,Ev ve Mobilya,8928.820962448764,54.439290184424465,Ediyor,obek_8,180.98061493079626
141,Erkek,18-30,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,278072.857767657,Büyük Şehir,Kozmetik,9003.446963717997,50.14064068710816,Ediyor,obek_8,131.98845477238038
142,Erkek,31-40,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,243029.30824623306,Küçük Şehir,Elektronik ve Teknolojik Ürünler,4107.3779644793285,9.191075242544596,Etmiyor,obek_5,112.9162653270344
143,Erkek,>60,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,474558.8132616667,Köy veya Kasaba,Spor Malzemeleri,40325.968100144826,29.318403913632203,Etmiyor,obek_6,49.954910212399014
144,Kadın,31-40,Bekar,Yüksek Lisans Mezunu,İşsiz veya Düzenli Bir İşi Yok,1070183.457570644,Büyük Şehir,Ev ve Mobilya,31854.027872877432,43.841702368534065,Etmiyor,obek_4,103.89099129109826
145,Erkek,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,371804.6149000269,Büyük Şehir,Elektronik ve Teknolojik Ürünler,26893.05112930219,22.753457744744946,Etmiyor,obek_7,99.52854957859029
146,Kadın,18-30,Evli,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,339354.45876124606,Büyük Şehir,Ev ve Mobilya,6456.2919755755665,15.005842116359906,Etmiyor,obek_3,18.16214106686068
147,Kadın,>60,Bekar,İlkokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,114751.93886426376,Küçük Şehir,Spor Malzemeleri,4067.4435388280986,28.44945715507638,Etmiyor,obek_2,38.936411548332224
148,Erkek,18-30,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,223101.7165813768,Küçük Şehir,Elektronik ve Teknolojik Ürünler,9490.041975827942,51.37645309798339,Ediyor,obek_8,155.4193889913135
149,Kadın,41-50,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,345926.2294463243,Büyük Şehir,Giyim,29983.504420237634,24.59357359247149,Etmiyor,obek_7,98.88840679113052
150,Erkek,31-40,Evli,Ortaokul Mezunu,Kendi İşinin Sahibi,256405.64959060744,Büyük Şehir,Giyim,6874.996572036215,15.795273097667545,Etmiyor,obek_3,21.986833810024653
151,Kadın,41-50,Evli,İlkokul Mezunu,Kendi İşinin Sahibi,201874.5277526614,Küçük Şehir,Kozmetik,6393.489779960875,3.759318547306316,Etmiyor,obek_1,13.449172319440024
152,Erkek,41-50,Evli,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,197658.55216318258,Küçük Şehir,Ev ve Mobilya,7811.712556408485,13.189215703359174,Etmiyor,obek_3,23.132518902630235
153,Kadın,18-30,Evli,İlkokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,181127.7741866406,Kırsal,Ev ve Mobilya,4106.740375798212,15.314615408016294,Etmiyor,obek_2,51.8094452541312
154,Erkek,31-40,Bekar,Doktora Ötesi,Düzenli ve Ücretli Bir İşi Var,919711.0896535673,Büyük Şehir,Spor Malzemeleri,31615.753555440526,34.31784607691127,Etmiyor,obek_4,93.36193229056023
155,Kadın,18-30,Bekar,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,189348.8020584198,Büyük Şehir,Elektronik ve Teknolojik Ürünler,9025.100308730141,52.240055827114325,Ediyor,obek_8,154.03624566113558
156,Kadın,18-30,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,981866.166495889,Büyük Şehir,Spor Malzemeleri,33736.060261030754,38.23114232527431,Etmiyor,obek_4,94.93540677210193
157,Kadın,51-60,Bekar,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,178825.23329719648,Büyük Şehir,Ev ve Mobilya,3901.3020313999764,13.374122268880562,Etmiyor,obek_2,30.491435863139227
158,Erkek,31-40,Bekar,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,179804.55353298428,Köy veya Kasaba,Spor Malzemeleri,4355.622178852795,11.730326528110176,Etmiyor,obek_5,111.94169117338727
159,Erkek,18-30,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,195893.3622723661,Büyük Şehir,Elektronik ve Teknolojik Ürünler,3909.393320551618,9.410533520373788,Etmiyor,obek_7,89.478790657846
160,Erkek,31-40,Bekar,Doktora Mezunu,Kendi İşinin Sahibi,818734.1622993076,Büyük Şehir,Kozmetik,40308.09379411675,39.30872339141046,Etmiyor,obek_6,94.97824707811019
161,Erkek,18-30,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,266519.0853396063,Büyük Şehir,Elektronik ve Teknolojik Ürünler,8986.238646522632,59.048084570640896,Ediyor,obek_8,163.62861173353923
162,Kadın,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,292253.1354442978,Büyük Şehir,Giyim,8535.01317792417,54.94031690178169,Ediyor,obek_6,194.09733657723825
163,Kadın,41-50,Evli,Doktora Mezunu,Düzenli ve Ücretli Bir İşi Var,332753.03068162204,Büyük Şehir,Kozmetik,26398.953864393225,19.048937251326652,Etmiyor,obek_7,89.59400780104606
164,Kadın,>60,Evli,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,154594.62327540448,Küçük Şehir,Kozmetik,5237.855883629914,3.30203933288061,Etmiyor,obek_1,10.637507976269893
165,Kadın,18-30,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,259840.4648079345,Büyük Şehir,Elektronik ve Teknolojik Ürünler,9671.763267162738,48.219020465478934,Ediyor,obek_8,145.20110975507345
166,Erkek,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,214439.60452752718,Büyük Şehir,Spor Malzemeleri,6494.237297742633,14.155966996013035,Etmiyor,obek_3,17.2621159844494
167,Erkek,18-30,Bekar,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,246537.26845696423,Kırsal,Giyim,6091.487548426593,1.469862202722675,Etmiyor,obek_1,7.693850558522293
168,Kadın,31-40,Bekar,Ortaokul Mezunu,Kendi İşinin Sahibi,186748.199528903,Küçük Şehir,Giyim,3788.7398458636467,24.75593594391435,Etmiyor,obek_2,34.478881878630204
169,Erkek,41-50,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,251278.18234356743,Köy veya Kasaba,Giyim,5023.314882599301,0.0,Etmiyor,obek_1,10.069458670971084
170,Kadın,41-50,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,151603.850885721,Köy veya Kasaba,Giyim,4156.161145036617,24.53980528576616,Etmiyor,obek_2,57.72768649470402
171,Kadın,18-30,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,340380.8925672901,Büyük Şehir,Giyim,28173.139238321728,22.53305292461405,Etmiyor,obek_7,102.97886243910149
172,Erkek,>60,Evli,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,341588.37532151997,Küçük Şehir,Spor Malzemeleri,25613.031613072268,19.95739195706357,Etmiyor,obek_7,99.34582164994721
173,Erkek,51-60,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,368328.3417397473,Büyük Şehir,Elektronik ve Teknolojik Ürünler,7019.754138994563,13.713024361937652,Etmiyor,obek_3,20.340007536057968
174,Kadın,18-30,Evli,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,190021.23476682324,Küçük Şehir,Spor Malzemeleri,3834.634849335067,17.87463122290029,Etmiyor,obek_2,51.19939220822431
175,Erkek,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,268380.29939996393,Büyük Şehir,Elektronik ve Teknolojik Ürünler,8865.437137960114,57.58571919549284,Ediyor,obek_8,143.15397062728783
176,Erkek,18-30,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,256844.71315404683,Büyük Şehir,Spor Malzemeleri,8622.987580581297,53.30354245238824,Etmiyor,obek_8,83.72904348615268
177,Kadın,41-50,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,162376.6516778129,Büyük Şehir,Ev ve Mobilya,4200.848493844387,26.80240305898573,Etmiyor,obek_2,45.08709208323948
178,Erkek,>60,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,199868.34068412555,Köy veya Kasaba,Giyim,6114.126732370802,8.661753958766507,Etmiyor,obek_1,8.661753958766507
179,Kadın,31-40,Evli,Yüksek Lisans Mezunu,Kendi İşinin Sahibi,350939.9532980119,Büyük Şehir,Giyim,30432.729002629785,16.53619221188625,Etmiyor,obek_7,106.90611282605647
180,Kadın,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,236335.12331677254,Köy veya Kasaba,Kozmetik,9590.340892295444,55.66320697550863,Ediyor,obek_8,180.56216504531622
181,Kadın,41-50,Evli,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,222935.8200646398,Küçük Şehir,Giyim,4729.333889553043,6.01493801763316,Etmiyor,obek_1,9.396464921872393
182,Kadın,51-60,Evli,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,127494.60438085279,Küçük Şehir,Ev ve Mobilya,4797.32026224994,6.7401105985671865,Etmiyor,obek_1,11.458031707778826
183,Erkek,51-60,Bekar,Ortaokul Mezunu,Emekli,497370.5337155599,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,39639.768259390854,31.86544621274335,Etmiyor,obek_6,42.4733312258791
184,Erkek,51-60,Evli,Üniversite Mezunu,Kendi İşinin Sahibi,494757.3588277923,Kırsal,Spor Malzemeleri,47177.288485954414,27.66889114412038,Etmiyor,obek_6,54.71963059084515
185,Kadın,51-60,Bekar,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,177912.81147685202,Kırsal,Kozmetik,4597.206622381321,21.546542054282085,Etmiyor,obek_2,51.98549917093489
186,Erkek,31-40,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,941074.5733955819,Büyük Şehir,Kozmetik,38935.67918132745,41.22177071553369,Etmiyor,obek_4,111.73278553856498
187,Kadın,51-60,Evli,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,162553.90021351638,Köy veya Kasaba,Giyim,3984.3785651042035,21.562823058128018,Etmiyor,obek_2,37.69326184763037
188,Erkek,51-60,Evli,Üniversite Mezunu,Emekli,504502.69668691023,Kırsal,Spor Malzemeleri,41605.499472524345,31.24792878666313,Etmiyor,obek_6,42.98919237234713
189,Erkek,51-60,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,330111.129143333,Küçük Şehir,Spor Malzemeleri,26055.70969527165,22.76406512015404,Etmiyor,obek_7,91.38423270172899
190,Kadın,51-60,Evli,Üniversite Mezunu,Emekli,464137.89738231886,Kırsal,Giyim,43465.49416994699,31.668973011422032,Ediyor,obek_6,56.97684280354215
191,Erkek,41-50,Bekar,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,338632.96986047615,Küçük Şehir,Ev ve Mobilya,27422.537933077278,23.166119659008046,Etmiyor,obek_7,123.96623257718915
192,Kadın,31-40,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,354777.79055070964,Büyük Şehir,Kozmetik,24008.195863021563,21.164193653200407,Etmiyor,obek_7,86.6017144608942
193,Erkek,18-30,Bekar,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,182343.5889592651,Kırsal,Giyim,5634.17278728444,8.379809976186642,Etmiyor,obek_1,8.708965369798035
194,Kadın,31-40,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,159062.32817885195,Kırsal,Giyim,3744.4641770497747,17.18186918837999,Etmiyor,obek_2,43.76752070334404
195,Kadın,>60,Evli,Üniversite Mezunu,Emekli,492074.7221408055,Köy veya Kasaba,Giyim,43345.16137240873,29.66321231816989,Etmiyor,obek_6,50.18131606456649
196,Kadın,41-50,Evli,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,123214.4714205479,Köy veya Kasaba,Kozmetik,4119.236056261165,26.47815386956101,Etmiyor,obek_2,43.85188303871373
197,Erkek,51-60,Evli,Doktora Ötesi,Kendi İşinin Sahibi,472943.5505333557,Küçük Şehir,Elektronik ve Teknolojik Ürünler,42866.355755879624,29.982114431029675,Etmiyor,obek_2,49.43983412652097
198,Kadın,31-40,Evli,Ortaokul Mezunu,Kendi İşinin Sahibi,273195.50430718204,Küçük Şehir,Giyim,3421.3774205025443,8.063018385803558,Etmiyor,obek_5,106.76713298825575
199,Kadın,41-50,Evli,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,331025.3888226211,Büyük Şehir,Ev ve Mobilya,30461.402714342676,18.68700000872535,Etmiyor,obek_7,78.96360289509977
200,Erkek,31-40,Evli,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,375700.1957342146,Küçük Şehir,Elektronik ve Teknolojik Ürünler,6964.336534031617,14.77061865687207,Etmiyor,obek_3,17.97451863224799
201,Kadın,31-40,Bekar,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,179448.58685918967,Büyük Şehir,Giyim,4976.897139654293,5.154000084628002,Etmiyor,obek_1,9.499652085347408
202,Kadın,51-60,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,473551.1207762338,Köy veya Kasaba,Ev ve Mobilya,42389.34807258163,30.341090242334193,Etmiyor,obek_6,46.0677036109776
203,Erkek,31-40,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,935416.3024224797,Büyük Şehir,Ev ve Mobilya,34782.409248541786,40.05650163148198,Etmiyor,obek_4,87.12227186327974
204,Kadın,>60,Evli,Yüksek Lisans Mezunu,Emekli,487446.76861522015,Köy veya Kasaba,Ev ve Mobilya,33409.8647155568,26.20876216416136,Etmiyor,obek_6,61.779528749637194
205,Erkek,18-30,Evli,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,158338.91394345835,Köy veya Kasaba,Ev ve Mobilya,6263.4589078146555,14.861099383566156,Etmiyor,obek_3,19.233650919630467
206,Erkek,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,188346.0192782599,Köy veya Kasaba,Spor Malzemeleri,4492.277042957454,11.766691987754221,Etmiyor,obek_5,101.16398008218293
207,Kadın,41-50,Evli,Yüksek Lisans Mezunu,Kendi İşinin Sahibi,216305.91354972977,Küçük Şehir,Kozmetik,4281.549714410385,10.593701670963744,Etmiyor,obek_1,10.593701670963744
208,Erkek,18-30,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,231244.67753560882,Büyük Şehir,Giyim,5480.873620458428,0.0,Etmiyor,obek_1,8.437863898106675
209,Erkek,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,231974.37044364025,Küçük Şehir,Elektronik ve Teknolojik Ürünler,4066.1381237253436,9.951934486548547,Etmiyor,obek_5,107.70423841757882
210,Erkek,31-40,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,802284.985904017,Büyük Şehir,Kozmetik,35397.58037331389,42.73179740292514,Etmiyor,obek_4,103.27207607857389
211,Erkek,31-40,Evli,Lise Mezunu,Kendi İşinin Sahibi,200919.87898290233,Büyük Şehir,Kozmetik,3685.9482383591317,11.448204628722156,Etmiyor,obek_5,90.5898682543063
212,Kadın,41-50,Evli,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,155449.23139297805,Küçük Şehir,Giyim,4634.189362919567,0.0,Etmiyor,obek_1,11.329029098122055
213,Kadın,18-30,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,157567.98540939603,Büyük Şehir,Giyim,3879.7988718601337,25.42937418415641,Etmiyor,obek_2,51.67446111564717
214,Erkek,31-40,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,180123.97281727364,Köy veya Kasaba,Spor Malzemeleri,4819.303715088107,8.858225295874066,Etmiyor,obek_5,113.51164736586003
215,Erkek,18-30,Evli,Lise Mezunu,Kendi İşinin Sahibi,173318.88005542863,Küçük Şehir,Spor Malzemeleri,3521.882584372388,10.62542525913003,Etmiyor,obek_5,96.42932949685093
216,Kadın,>60,Evli,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,375322.04083760275,Büyük Şehir,Giyim,21996.991965018846,18.633456452450133,Etmiyor,obek_7,99.16968536895865
217,Erkek,41-50,Bekar,Lise Mezunu,Kendi İşinin Sahibi,187308.83157236435,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,3935.767146503301,7.985651564495731,Etmiyor,obek_5,79.7851885244366
218,Erkek,18-30,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,243224.69221410048,Büyük Şehir,Ev ve Mobilya,9653.305224756406,50.298503743452834,Ediyor,obek_8,135.04946857002648
219,Kadın,41-50,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,138538.51619384845,Köy veya Kasaba,Giyim,4064.2854227186176,20.872742751215853,Etmiyor,obek_2,57.021088321536716
220,Kadın,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,235605.44871525912,Küçük Şehir,Giyim,4176.079062181725,11.177392388339218,Etmiyor,obek_5,114.76654802547385
221,Kadın,41-50,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,367810.26238088997,Büyük Şehir,Kozmetik,29775.000694966733,17.63611767189158,Etmiyor,obek_7,95.66028902897062
222,Erkek,51-60,Evli,Üniversite Mezunu,Emekli,494166.34928681876,Köy veya Kasaba,Giyim,44777.623231779595,30.534705289405906,Etmiyor,obek_6,51.668610562437934
223,Erkek,51-60,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,434371.1245056214,Küçük Şehir,Elektronik ve Teknolojik Ürünler,6836.146063057942,15.758509328761095,Etmiyor,obek_3,16.672018867159558
224,Kadın,18-30,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,331424.1185230811,Büyük Şehir,Elektronik ve Teknolojik Ürünler,30707.958538376628,23.772553802740937,Etmiyor,obek_7,107.39039668548423
225,Kadın,18-30,Evli,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,786074.6344287314,Büyük Şehir,Spor Malzemeleri,31885.402701361825,38.176555953894336,Etmiyor,obek_4,90.03297063250132
226,Erkek,>60,Bekar,Yüksek Lisans Mezunu,İşsiz veya Düzenli Bir İşi Yok,232673.43975131246,Küçük Şehir,Giyim,5142.64836694708,8.498093362422438,Etmiyor,obek_1,10.790852703138436
227,Kadın,18-30,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,262980.4670626733,Küçük Şehir,Spor Malzemeleri,8454.734870563507,44.16844183736585,Ediyor,obek_8,106.28366523841387
228,Kadın,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,247584.29313775015,Küçük Şehir,Giyim,3652.962768428793,9.689131553751277,Etmiyor,obek_5,89.07807286262448
229,Erkek,>60,Evli,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,493671.6801423278,Büyük Şehir,Ev ve Mobilya,6223.864404117483,13.925320080673103,Etmiyor,obek_3,21.425579124870303
230,Kadın,>60,Evli,Üniversite Mezunu,Emekli,489305.8316874052,Köy veya Kasaba,Giyim,38776.45065018632,30.229034980214056,Etmiyor,obek_6,51.43143353559533
231,Kadın,>60,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,176244.8788833543,Kırsal,Ev ve Mobilya,3794.0111726220407,26.241607511871962,Etmiyor,obek_2,50.40354690603284
232,Kadın,51-60,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,128242.85326978061,Küçük Şehir,Giyim,4312.01005311346,17.707660391485092,Etmiyor,obek_2,45.06706063708503
233,Kadın,18-30,Bekar,Yüksekokul Mezunu,Kendi İşinin Sahibi,946926.4411265064,Köy veya Kasaba,Spor Malzemeleri,36680.49477039934,40.86412314550675,Etmiyor,obek_4,108.75554574649688
234,Kadın,>60,Evli,Doktora Mezunu,Düzenli ve Ücretli Bir İşi Var,480963.89809889096,Kırsal,Kozmetik,37742.96629699369,28.97703809695352,Etmiyor,obek_6,50.81813016282412
235,Erkek,41-50,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,218794.60669322754,Köy veya Kasaba,Giyim,3824.3064826681375,11.34362493674312,Ediyor,obek_5,89.59879950075383
236,Kadın,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,915004.7401864813,Büyük Şehir,Kozmetik,30914.144138703603,39.62672157710408,Etmiyor,obek_4,93.91800092310135
237,Kadın,31-40,Evli,Eğitimsiz,Kendi İşinin Sahibi,351631.22471322096,Büyük Şehir,Ev ve Mobilya,6938.465872852374,14.874589393423499,Etmiyor,obek_3,25.07118581475478
238,Kadın,18-30,Bekar,Yüksekokul Mezunu,Kendi İşinin Sahibi,222040.64619491244,Küçük Şehir,Spor Malzemeleri,7882.997482008201,52.312131790691694,Ediyor,obek_8,174.9391669730355
